時間,用戶1,用戶2,用戶3,用戶4,用戶5,用戶6,用戶7,用戶8
2021/07/05 01:00:00,221,59,499,1872.0,2234.5,906.5,1490.0,221
2021/07/05 02:00:00,220,60,502,1862.0,2232.0,904.0,1489.0,220
2021/07/05 03:00:00,221,58,499,1854.0,2233.5,903.5,1486.5,221
2021/07/05 04:00:00,223,59,500,1848.5,2234.5,903.0,1483.0,223
2021/07/05 05:00:00,264,61,542,1842.5,2232.5,898.5,1481.5,264
2021/07/05 06:00:00,782,82,770,1843.5,2237.5,896.5,1480.0,782
2021/07/05 07:00:00,1258,566,1552,1848.5,2243.0,907.0,1497.0,1258
2021/07/05 08:00:00,1434,758,1905,1863.0,2245.5,913.0,1521.5,1434
2021/07/05 09:00:00,1439,887,1881,1882.5,2248.5,916.0,1525.5,1439
2021/07/05 10:00:00,1419,888,1859,1894.0,2252.0,919.5,1531.0,1419
2021/07/05 11:00:00,1406,911,1879,1895.5,2253.0,923.5,1537.5,1406
2021/07/05 12:00:00,1364,893,1858,1892.5,2253.0,921.0,1545.5,1364
2021/07/05 13:00:00,1363,926,1898,1891.0,2256.0,921.5,1540.5,1363
2021/07/05 14:00:00,1340,942,1867,1909.5,2256.0,919.0,1540.5,1340
2021/07/05 15:00:00,1326,907,1848,1912.0,2259.5,920.5,1538.5,1326
2021/07/05 16:00:00,1284,793,1824,1910.0,2261.5,921.5,1535.5,1284
2021/07/05 17:00:00,931,498,1772,1906.5,2260.0,919.5,1539.0,931
2021/07/05 18:00:00,573,214,1147,1895.0,2256.0,917.0,1529.0,573
2021/07/05 19:00:00,350,184,920,1885.0,2254.5,916.0,1519.0,350
2021/07/05 20:00:00,284,70,815,1881.0,2246.0,911.0,1505.0,284
2021/07/05 21:00:00,251,63,717,1887.0,2244.5,910.0,1500.5,251
2021/07/05 22:00:00,238,64,617,1882.5,2244.0,910.5,1496.5,238
2021/07/05 23:00:00,229,61,544,1878.5,2241.0,908.5,1493.5,229
2021/07/06 00:00:00,222,60,505,1878.5,2238.0,906.5,1491.0,222
2021/07/06 01:00:00,221,59,499,1872.0,2234.5,906.5,1490.0,221
2021/07/06 02:00:00,220,60,502,1862.0,2232.0,904.0,1489.0,220
2021/07/06 03:00:00,221,58,499,1854.0,2233.5,903.5,1486.5,221
2021/07/06 04:00:00,223,59,500,1848.5,2234.5,903.0,1483.0,223
2021/07/06 05:00:00,264,61,542,1842.5,2232.5,898.5,1481.5,264
2021/07/06 06:00:00,782,82,770,1843.5,2237.5,896.5,1480.0,782
2021/07/06 07:00:00,1258,566,1552,1848.5,2243.0,907.0,1497.0,1258
2021/07/06 08:00:00,1434,758,1905,1863.0,2245.5,913.0,1521.5,1434
2021/07/06 09:00:00,1439,887,1881,1882.5,2248.5,916.0,1525.5,1439
2021/07/06 10:00:00,1419,888,1859,1894.0,2252.0,919.5,1531.0,1419
2021/07/06 11:00:00,1406,911,1879,1895.5,2253.0,923.5,1537.5,1406
2021/07/06 12:00:00,1364,893,1858,1892.5,2253.0,921.0,1545.5,1364
2021/07/06 13:00:00,1363,926,1898,1891.0,2256.0,921.5,1540.5,1363
2021/07/06 14:00:00,1340,942,1867,1909.5,2256.0,919.0,1540.5,1340
2021/07/06 15:00:00,1326,907,1848,1912.0,2259.5,920.5,1538.5,1326
2021/07/06 16:00:00,1284,793,1824,1910.0,2261.5,921.5,1535.5,1284
2021/07/06 17:00:00,931,498,1772,1906.5,2260.0,919.5,1539.0,931
2021/07/06 18:00:00,573,214,1147,1895.0,2256.0,917.0,1529.0,573
2021/07/06 19:00:00,350,184,920,1885.0,2254.5,916.0,1519.0,350
2021/07/06 20:00:00,284,70,815,1881.0,2246.0,911.0,1505.0,284
2021/07/06 21:00:00,251,63,717,1887.0,2244.5,910.0,1500.5,251
2021/07/06 22:00:00,238,64,617,1882.5,2244.0,910.5,1496.5,238
2021/07/06 23:00:00,229,61,544,1878.5,2241.0,908.5,1493.5,229
2021/07/07 00:00:00,222,60,505,1878.5,2238.0,906.5,1491.0,222
2021/07/07 01:00:00,221,59,499,1872.0,2234.5,906.5,1490.0,221
2021/07/07 02:00:00,220,60,502,1862.0,2232.0,904.0,1489.0,220
2021/07/07 03:00:00,221,58,499,1854.0,2233.5,903.5,1486.5,221
2021/07/07 04:00:00,223,59,500,1848.5,2234.5,903.0,1483.0,223
2021/07/07 05:00:00,264,61,542,1842.5,2232.5,898.5,1481.5,264
2021/07/07 06:00:00,782,82,770,1843.5,2237.5,896.5,1480.0,782
2021/07/07 07:00:00,1258,566,1552,1848.5,2243.0,907.0,1497.0,1258
2021/07/07 08:00:00,1434,758,1905,1863.0,2245.5,913.0,1521.5,1434
2021/07/07 09:00:00,1439,887,1881,1882.5,2248.5,916.0,1525.5,1439
2021/07/07 10:00:00,1419,888,1859,1894.0,2252.0,919.5,1531.0,1419
2021/07/07 11:00:00,1406,911,1879,1895.5,2253.0,923.5,1537.5,1406
2021/07/07 12:00:00,1364,893,1858,1892.5,2253.0,921.0,1545.5,1364
2021/07/07 13:00:00,1363,926,1898,1891.0,2256.0,921.5,1540.5,1363
2021/07/07 14:00:00,1340,942,1867,1909.5,2256.0,919.0,1540.5,1340
2021/07/07 15:00:00,1326,907,1848,1912.0,2259.5,920.5,1538.5,1326
2021/07/07 16:00:00,1284,793,1824,1910.0,2261.5,921.5,1535.5,1284
2021/07/07 17:00:00,931,498,1772,1906.5,2260.0,919.5,1539.0,931
2021/07/07 18:00:00,573,214,1147,1895.0,2256.0,917.0,1529.0,573
2021/07/07 19:00:00,350,184,920,1885.0,2254.5,916.0,1519.0,350
2021/07/07 20:00:00,284,70,815,1881.0,2246.0,911.0,1505.0,284
2021/07/07 21:00:00,251,63,717,1887.0,2244.5,910.0,1500.5,251
2021/07/07 22:00:00,238,64,617,1882.5,2244.0,910.5,1496.5,238
2021/07/07 23:00:00,229,61,544,1878.5,2241.0,908.5,1493.5,229
2021/07/08 00:00:00,222,60,505,1878.5,2238.0,906.5,1491.0,222
2021/07/08 01:00:00,221,59,499,1872.0,2234.5,906.5,1490.0,221
2021/07/08 02:00:00,220,60,502,1862.0,2232.0,904.0,1489.0,220
2021/07/08 03:00:00,221,58,499,1854.0,2233.5,903.5,1486.5,221
2021/07/08 04:00:00,223,59,500,1848.5,2234.5,903.0,1483.0,223
2021/07/08 05:00:00,264,61,542,1842.5,2232.5,898.5,1481.5,264
2021/07/08 06:00:00,782,82,770,1843.5,2237.5,896.5,1480.0,782
2021/07/08 07:00:00,1258,566,1552,1848.5,2243.0,907.0,1497.0,1258
2021/07/08 08:00:00,1434,758,1905,1863.0,2245.5,913.0,1521.5,1434
2021/07/08 09:00:00,1439,887,1881,1882.5,2248.5,916.0,1525.5,1439
2021/07/08 10:00:00,1419,888,1859,1894.0,2252.0,919.5,1531.0,1419
2021/07/08 11:00:00,1406,911,1879,1895.5,2253.0,923.5,1537.5,1406
2021/07/08 12:00:00,1364,893,1858,1892.5,2253.0,921.0,1545.5,1364
2021/07/08 13:00:00,1363,926,1898,1891.0,2256.0,921.5,1540.5,1363
2021/07/08 14:00:00,1340,942,1867,1909.5,2256.0,919.0,1540.5,1340
2021/07/08 15:00:00,1326,907,1848,1912.0,2259.5,920.5,1538.5,1326
2021/07/08 16:00:00,1284,793,1824,1910.0,2261.5,921.5,1535.5,1284
2021/07/08 17:00:00,931,498,1772,1906.5,2260.0,919.5,1539.0,931
2021/07/08 18:00:00,573,214,1147,1895.0,2256.0,917.0,1529.0,573
2021/07/08 19:00:00,350,184,920,1885.0,2254.5,916.0,1519.0,350
2021/07/08 20:00:00,284,70,815,1881.0,2246.0,911.0,1505.0,284
2021/07/08 21:00:00,251,63,717,1887.0,2244.5,910.0,1500.5,251
2021/07/08 22:00:00,238,64,617,1882.5,2244.0,910.5,1496.5,238
2021/07/08 23:00:00,229,61,544,1878.5,2241.0,908.5,1493.5,229
2021/07/09 00:00:00,222,60,505,1878.5,2238.0,906.5,1491.0,222
2021/07/09 01:00:00,221,59,499,1872.0,2234.5,906.5,1490.0,221
2021/07/09 02:00:00,220,60,502,1862.0,2232.0,904.0,1489.0,220
2021/07/09 03:00:00,221,58,499,1854.0,2233.5,903.5,1486.5,221
2021/07/09 04:00:00,223,59,500,1848.5,2234.5,903.0,1483.0,223
2021/07/09 05:00:00,264,61,542,1842.5,2232.5,898.5,1481.5,264
2021/07/09 06:00:00,782,82,770,1843.5,2237.5,896.5,1480.0,782
2021/07/09 07:00:00,1258,566,1552,1848.5,2243.0,907.0,1497.0,1258
2021/07/09 08:00:00,1434,758,1905,1863.0,2245.5,913.0,1521.5,1434
2021/07/09 09:00:00,1439,887,1881,1882.5,2248.5,916.0,1525.5,1439
2021/07/09 10:00:00,1419,888,1859,1894.0,2252.0,919.5,1531.0,1419
2021/07/09 11:00:00,1406,911,1879,1895.5,2253.0,923.5,1537.5,1406
2021/07/09 12:00:00,1364,893,1858,1892.5,2253.0,921.0,1545.5,1364
2021/07/09 13:00:00,1363,926,1898,1891.0,2256.0,921.5,1540.5,1363
2021/07/09 14:00:00,1340,942,1867,1909.5,2256.0,919.0,1540.5,1340
2021/07/09 15:00:00,1326,907,1848,1912.0,2259.5,920.5,1538.5,1326
2021/07/09 16:00:00,1284,793,1824,1910.0,2261.5,921.5,1535.5,1284
2021/07/09 17:00:00,931,498,1772,1906.5,2260.0,919.5,1539.0,931
2021/07/09 18:00:00,573,214,1147,1895.0,2256.0,917.0,1529.0,573
2021/07/09 19:00:00,350,184,920,1885.0,2254.5,916.0,1519.0,350
2021/07/09 20:00:00,284,70,815,1881.0,2246.0,911.0,1505.0,284
2021/07/09 21:00:00,251,63,717,1887.0,2244.5,910.0,1500.5,251
2021/07/09 22:00:00,238,64,617,1882.5,2244.0,910.5,1496.5,238
2021/07/09 23:00:00,229,61,544,1878.5,2241.0,908.5,1493.5,229
2021/07/10 00:00:00,204,53,436,1878.5,2238.0,906.5,1491.0,204
2021/07/10 01:00:00,203,51,430,1872.0,2234.5,906.5,1490.0,203
2021/07/10 02:00:00,202,52,433,1862.0,2232.0,904.0,1489.0,202
2021/07/10 03:00:00,201,51,432,1854.0,2233.5,903.5,1486.5,201
2021/07/10 04:00:00,201,51,433,1848.5,2234.5,903.0,1483.0,201
2021/07/10 05:00:00,203,51,444,1842.5,2232.5,898.5,1481.5,203
2021/07/10 06:00:00,209,50,454,1843.5,2237.5,896.5,1480.0,209
2021/07/10 07:00:00,211,53,536,1848.5,2243.0,907.0,1497.0,211
2021/07/10 08:00:00,227,55,585,1863.0,2245.5,913.0,1521.5,227
2021/07/10 09:00:00,241,57,567,1882.5,2248.5,916.0,1525.5,241
2021/07/10 10:00:00,244,59,579,1894.0,2252.0,919.5,1531.0,244
2021/07/10 11:00:00,241,59,611,1895.5,2253.0,923.5,1537.5,241
2021/07/10 12:00:00,240,60,627,1892.5,2253.0,921.0,1545.5,240
2021/07/10 13:00:00,239,60,606,1891.0,2256.0,921.5,1540.5,239
2021/07/10 14:00:00,241,60,645,1909.5,2256.0,919.0,1540.5,241
2021/07/10 15:00:00,240,60,604,1912.0,2259.5,920.5,1538.5,240
2021/07/10 16:00:00,233,59,594,1910.0,2261.5,921.5,1535.5,233
2021/07/10 17:00:00,227,56,632,1906.5,2260.0,919.5,1539.0,227
2021/07/10 18:00:00,223,54,578,1895.0,2256.0,917.0,1529.0,223
2021/07/10 19:00:00,219,53,555,1885.0,2254.5,916.0,1519.0,219
2021/07/10 20:00:00,212,53,539,1881.0,2246.0,911.0,1505.0,212
2021/07/10 21:00:00,211,53,532,1887.0,2244.5,910.0,1500.5,211
2021/07/10 22:00:00,208,53,480,1882.5,2244.0,910.5,1496.5,208
2021/07/10 23:00:00,206,52,469,1878.5,2241.0,908.5,1493.5,206
2021/07/11 00:00:00,204,53,436,1878.5,2238.0,906.5,1491.0,204
2021/07/11 01:00:00,203,51,430,1872.0,2234.5,906.5,1490.0,203
2021/07/11 02:00:00,202,52,433,1862.0,2232.0,904.0,1489.0,202
2021/07/11 03:00:00,201,51,432,1854.0,2233.5,903.5,1486.5,201
2021/07/11 04:00:00,201,51,433,1848.5,2234.5,903.0,1483.0,201
2021/07/11 05:00:00,203,51,444,1842.5,2232.5,898.5,1481.5,203
2021/07/11 06:00:00,209,50,454,1843.5,2237.5,896.5,1480.0,209
2021/07/11 07:00:00,211,53,536,1848.5,2243.0,907.0,1497.0,211
2021/07/11 08:00:00,227,55,585,1863.0,2245.5,913.0,1521.5,227
2021/07/11 09:00:00,241,57,567,1882.5,2248.5,916.0,1525.5,241
2021/07/11 10:00:00,244,59,579,1894.0,2252.0,919.5,1531.0,244
2021/07/11 11:00:00,241,59,611,1895.5,2253.0,923.5,1537.5,241
2021/07/11 12:00:00,240,60,627,1892.5,2253.0,921.0,1545.5,240
2021/07/11 13:00:00,239,60,606,1891.0,2256.0,921.5,1540.5,239
2021/07/11 14:00:00,241,60,645,1909.5,2256.0,919.0,1540.5,241
2021/07/11 15:00:00,240,60,604,1912.0,2259.5,920.5,1538.5,240
2021/07/11 16:00:00,233,59,594,1910.0,2261.5,921.5,1535.5,233
2021/07/11 17:00:00,227,56,632,1906.5,2260.0,919.5,1539.0,227
2021/07/11 18:00:00,223,54,578,1895.0,2256.0,917.0,1529.0,223
2021/07/11 19:00:00,219,53,555,1885.0,2254.5,916.0,1519.0,219
2021/07/11 20:00:00,212,53,539,1881.0,2246.0,911.0,1505.0,212
2021/07/11 21:00:00,211,53,532,1887.0,2244.5,910.0,1500.5,211
2021/07/11 22:00:00,208,53,480,1882.5,2244.0,910.5,1496.5,208
2021/07/11 23:00:00,206,52,469,1878.5,2241.0,908.5,1493.5,206
2021/07/12 00:00:00,177,60,505,1878.5,2238.0,906.5,1491.0,222
2021/07/12 01:00:00,175,59,499,1872.0,2234.5,906.5,1490.0,221
2021/07/12 02:00:00,172,60,502,1862.0,2232.0,904.0,1489.0,220
2021/07/12 03:00:00,171,58,499,1854.0,2233.5,903.5,1486.5,221
2021/07/12 04:00:00,174,59,500,1848.5,2234.5,903.0,1483.0,223
2021/07/12 05:00:00,179,61,542,1842.5,2232.5,898.5,1481.5,264
2021/07/12 06:00:00,236,82,770,1843.5,2237.5,896.5,1480.0,782
2021/07/12 07:00:00,509,566,1552,1848.5,2243.0,907.0,1497.0,1258
2021/07/12 08:00:00,752,758,1905,1863.0,2245.5,913.0,1521.5,1434
2021/07/12 09:00:00,808,887,1881,1882.5,2248.5,916.0,1525.5,1439
2021/07/12 10:00:00,841,888,1859,1894.0,2252.0,919.5,1531.0,1419
2021/07/12 11:00:00,867,911,1879,1895.5,2253.0,923.5,1537.5,1406
2021/07/12 12:00:00,798,893,1858,1892.5,2253.0,921.0,1545.5,1364
2021/07/12 13:00:00,819,926,1898,1891.0,2256.0,921.5,1540.5,1363
2021/07/12 14:00:00,810,942,1867,1909.5,2256.0,919.0,1540.5,1340
2021/07/12 15:00:00,807,907,1848,1912.0,2259.5,920.5,1538.5,1326
2021/07/12 16:00:00,791,793,1824,1910.0,2261.5,921.5,1535.5,1284
2021/07/12 17:00:00,773,498,1772,1906.5,2260.0,919.5,1539.0,931
2021/07/12 18:00:00,686,214,1147,1895.0,2256.0,917.0,1529.0,573
2021/07/12 19:00:00,613,184,920,1885.0,2254.5,916.0,1519.0,350
2021/07/12 20:00:00,523,70,815,1881.0,2246.0,911.0,1505.0,284
2021/07/12 21:00:00,409,63,717,1887.0,2244.5,910.0,1500.5,251
2021/07/12 22:00:00,306,64,617,1882.5,2244.0,910.5,1496.5,238
2021/07/12 23:00:00,227,61,544,1878.5,2241.0,908.5,1493.5,229
2021/07/13 00:00:00,166,60,505,1878.5,2238.0,906.5,1491.0,222
2021/07/13 01:00:00,164,59,499,1872.0,2234.5,906.5,1490.0,221
2021/07/13 02:00:00,165,60,502,1862.0,2232.0,904.0,1489.0,220
2021/07/13 03:00:00,164,58,499,1854.0,2233.5,903.5,1486.5,221
2021/07/13 04:00:00,164,59,500,1848.5,2234.5,903.0,1483.0,223
2021/07/13 05:00:00,167,61,542,1842.5,2232.5,898.5,1481.5,264
2021/07/13 06:00:00,201,82,770,1843.5,2237.5,896.5,1480.0,782
2021/07/13 07:00:00,480,566,1552,1848.5,2243.0,907.0,1497.0,1258
2021/07/13 08:00:00,687,758,1905,1863.0,2245.5,913.0,1521.5,1434
2021/07/13 09:00:00,752,887,1881,1882.5,2248.5,916.0,1525.5,1439
2021/07/13 10:00:00,772,888,1859,1894.0,2252.0,919.5,1531.0,1419
2021/07/13 11:00:00,795,911,1879,1895.5,2253.0,923.5,1537.5,1406
2021/07/13 12:00:00,723,893,1858,1892.5,2253.0,921.0,1545.5,1364
2021/07/13 13:00:00,746,926,1898,1891.0,2256.0,921.5,1540.5,1363
2021/07/13 14:00:00,751,942,1867,1909.5,2256.0,919.0,1540.5,1340
2021/07/13 15:00:00,743,907,1848,1912.0,2259.5,920.5,1538.5,1326
2021/07/13 16:00:00,725,793,1824,1910.0,2261.5,921.5,1535.5,1284
2021/07/13 17:00:00,708,498,1772,1906.5,2260.0,919.5,1539.0,931
2021/07/13 18:00:00,624,214,1147,1895.0,2256.0,917.0,1529.0,573
2021/07/13 19:00:00,567,184,920,1885.0,2254.5,916.0,1519.0,350
2021/07/13 20:00:00,476,70,815,1881.0,2246.0,911.0,1505.0,284
2021/07/13 21:00:00,378,63,717,1887.0,2244.5,910.0,1500.5,251
2021/07/13 22:00:00,271,64,617,1882.5,2244.0,910.5,1496.5,238
2021/07/13 23:00:00,202,61,544,1878.5,2241.0,908.5,1493.5,229
2021/07/14 00:00:00,166,60,505,1878.5,2238.0,906.5,1491.0,222
2021/07/14 01:00:00,164,59,499,1872.0,2234.5,906.5,1490.0,221
2021/07/14 02:00:00,165,60,502,1862.0,2232.0,904.0,1489.0,220
2021/07/14 03:00:00,164,58,499,1854.0,2233.5,903.5,1486.5,221
2021/07/14 04:00:00,164,59,500,1848.5,2234.5,903.0,1483.0,223
2021/07/14 05:00:00,167,61,542,1842.5,2232.5,898.5,1481.5,264
2021/07/14 06:00:00,201,82,770,1843.5,2237.5,896.5,1480.0,782
2021/07/14 07:00:00,480,566,1552,1848.5,2243.0,907.0,1497.0,1258
2021/07/14 08:00:00,687,758,1905,1863.0,2245.5,913.0,1521.5,1434
2021/07/14 09:00:00,752,887,1881,1882.5,2248.5,916.0,1525.5,1439
2021/07/14 10:00:00,772,888,1859,1894.0,2252.0,919.5,1531.0,1419
2021/07/14 11:00:00,795,911,1879,1895.5,2253.0,923.5,1537.5,1406
2021/07/14 12:00:00,723,893,1858,1892.5,2253.0,921.0,1545.5,1364
2021/07/14 13:00:00,746,926,1898,1891.0,2256.0,921.5,1540.5,1363
2021/07/14 14:00:00,751,942,1867,1909.5,2256.0,919.0,1540.5,1340
2021/07/14 15:00:00,743,907,1848,1912.0,2259.5,920.5,1538.5,1326
2021/07/14 16:00:00,725,793,1824,1910.0,2261.5,921.5,1535.5,1284
2021/07/14 17:00:00,708,498,1772,1906.5,2260.0,919.5,1539.0,931
2021/07/14 18:00:00,624,214,1147,1895.0,2256.0,917.0,1529.0,573
2021/07/14 19:00:00,567,184,920,1885.0,2254.5,916.0,1519.0,350
2021/07/14 20:00:00,476,70,815,1881.0,2246.0,911.0,1505.0,284
2021/07/14 21:00:00,378,63,717,1887.0,2244.5,910.0,1500.5,251
2021/07/14 22:00:00,271,64,617,1882.5,2244.0,910.5,1496.5,238
2021/07/14 23:00:00,202,61,544,1878.5,2241.0,908.5,1493.5,229
2021/07/15 00:00:00,166,60,505,1878.5,2238.0,906.5,1491.0,222
2021/07/15 01:00:00,164,59,499,1872.0,2234.5,906.5,1490.0,221
2021/07/15 02:00:00,165,60,502,1862.0,2232.0,904.0,1489.0,220
2021/07/15 03:00:00,164,58,499,1854.0,2233.5,903.5,1486.5,221
