時間,用戶1,用戶2,用戶3,用戶4,用戶5,用戶6,用戶7,用戶8
2021/01/10 01:00:00,203,51,430,3997,4469,1627,2553,203
2021/01/10 02:00:00,202,52,433,3974,4464,1627,2557,202
2021/01/10 03:00:00,201,51,432,3961,4467,1628,2570,201
2021/01/10 04:00:00,201,51,433,3952,4469,1625,2572,201
2021/01/10 05:00:00,203,51,444,3944,4465,1615,2571,203
2021/01/10 06:00:00,209,50,454,3943,4475,1610,2576,209
2021/01/10 07:00:00,211,53,536,3954,4486,1625,2589,211
2021/01/10 08:00:00,227,55,585,3976,4491,1630,2616,227
2021/01/10 09:00:00,241,57,567,4015,4497,1628,2607,241
2021/01/10 10:00:00,244,59,579,4031,4504,1632,2613,244
2021/01/10 11:00:00,241,59,611,4034,4506,1633,2618,241
2021/01/10 12:00:00,240,60,627,4037,4506,1630,2631,240
2021/01/10 13:00:00,239,60,606,4044,4512,1633,2620,239
2021/01/10 14:00:00,241,60,645,4054,4512,1631,2607,241
2021/01/10 15:00:00,240,60,604,4067,4519,1635,2610,240
2021/01/10 16:00:00,233,59,594,4070,4523,1635,2604,233
2021/01/10 17:00:00,227,56,632,4062,4520,1636,2609,227
2021/01/10 18:00:00,223,54,578,4030,4512,1637,2614,223
2021/01/10 19:00:00,219,53,555,4023,4509,1641,2610,219
2021/01/10 20:00:00,212,53,539,4030,4492,1632,2585,212
2021/01/10 21:00:00,211,53,532,4047,4489,1629,2582,211
2021/01/10 22:00:00,208,53,480,4037,4488,1630,2585,208
2021/01/10 23:00:00,206,52,469,4029,4482,1629,2581,206
2021/01/11 00:00:00,193,58,400,4014,4476,1628,2557,193
2021/01/11 01:00:00,191,55,393,3997,4469,1627,2553,191
2021/01/11 02:00:00,189,56,394,3974,4464,1627,2557,189
2021/01/11 03:00:00,189,54,392,3961,4467,1628,2570,189
2021/01/11 04:00:00,189,54,393,3952,4469,1625,2572,189
2021/01/11 05:00:00,199,56,453,3944,4465,1615,2571,199
2021/01/11 06:00:00,380,72,562,3943,4475,1610,2576,380
2021/01/11 07:00:00,607,358,1036,3954,4486,1625,2589,607
2021/01/11 08:00:00,865,461,1438,3976,4491,1630,2616,865
2021/01/11 09:00:00,908,545,1475,4015,4497,1628,2607,908
2021/01/11 10:00:00,896,546,1468,4031,4504,1632,2613,896
2021/01/11 11:00:00,895,553,1478,4034,4506,1633,2618,895
2021/01/11 12:00:00,857,514,1434,4037,4506,1630,2631,857
2021/01/11 13:00:00,892,565,1488,4044,4512,1633,2620,892
2021/01/11 14:00:00,885,572,1461,4054,4512,1631,2607,885
2021/01/11 15:00:00,879,547,1455,4067,4519,1635,2610,879
2021/01/11 16:00:00,861,457,1431,4070,4523,1635,2604,861
2021/01/11 17:00:00,742,138,1408,4062,4520,1636,2609,742
2021/01/11 18:00:00,461,123,1066,4030,4512,1637,2614,461
2021/01/11 19:00:00,306,107,836,4023,4509,1641,2610,306
2021/01/11 20:00:00,244,63,720,4030,4492,1632,2585,244
2021/01/11 21:00:00,220,59,615,4047,4489,1629,2582,220
2021/01/11 22:00:00,208,59,508,4037,4488,1630,2585,208
2021/01/11 23:00:00,200,57,435,4029,4482,1629,2581,200
2021/01/12 00:00:00,193,56,400,4014,4476,1628,2557,193
2021/01/12 01:00:00,191,55,393,3997,4469,1627,2553,191
2021/01/12 02:00:00,189,54,394,3974,4464,1627,2557,189
2021/01/12 03:00:00,189,53,392,3961,4467,1628,2570,189
2021/01/12 04:00:00,189,53,393,3952,4469,1625,2572,189
2021/01/12 05:00:00,199,55,453,3944,4465,1615,2571,199
2021/01/12 06:00:00,380,73,562,3943,4475,1610,2576,380
2021/01/12 07:00:00,607,389,1036,3954,4486,1625,2589,607
2021/01/12 08:00:00,865,504,1438,3976,4491,1630,2616,865
2021/01/12 09:00:00,908,595,1475,4015,4497,1628,2607,908
2021/01/12 10:00:00,896,600,1468,4031,4504,1632,2613,896
2021/01/12 11:00:00,895,607,1478,4034,4506,1633,2618,895
2021/01/12 12:00:00,857,551,1434,4037,4506,1630,2631,857
2021/01/12 13:00:00,892,631,1488,4044,4512,1633,2620,892
2021/01/12 14:00:00,885,637,1461,4054,4512,1631,2607,885
2021/01/12 15:00:00,879,625,1455,4067,4519,1635,2610,879
2021/01/12 16:00:00,861,557,1431,4070,4523,1635,2604,861
2021/01/12 17:00:00,742,367,1408,4062,4520,1636,2609,742
2021/01/12 18:00:00,461,349,1066,4030,4512,1637,2614,461
2021/01/12 19:00:00,306,287,836,4023,4509,1641,2610,306
2021/01/12 20:00:00,244,74,720,4030,4492,1632,2585,244
2021/01/12 21:00:00,220,61,615,4047,4489,1629,2582,220
2021/01/12 22:00:00,208,63,508,4037,4488,1630,2585,208
2021/01/12 23:00:00,200,58,435,4029,4482,1629,2581,200
2021/01/13 00:00:00,193,56,400,4014,4476,1628,2557,193
2021/01/13 01:00:00,191,55,393,3997,4469,1627,2553,191
2021/01/13 02:00:00,189,54,394,3974,4464,1627,2557,189
2021/01/13 03:00:00,189,53,392,3961,4467,1628,2570,189
2021/01/13 04:00:00,189,53,393,3952,4469,1625,2572,189
2021/01/13 05:00:00,199,55,453,3944,4465,1615,2571,199
2021/01/13 06:00:00,380,73,562,3943,4475,1610,2576,380
2021/01/13 07:00:00,607,389,1036,3954,4486,1625,2589,607
2021/01/13 08:00:00,865,504,1438,3976,4491,1630,2616,865
2021/01/13 09:00:00,908,595,1475,4015,4497,1628,2607,908
2021/01/13 10:00:00,896,600,1468,4031,4504,1632,2613,896
2021/01/13 11:00:00,895,607,1478,4034,4506,1633,2618,895
2021/01/13 12:00:00,857,551,1434,4037,4506,1630,2631,857
2021/01/13 13:00:00,892,631,1488,4044,4512,1633,2620,892
2021/01/13 14:00:00,885,637,1461,4054,4512,1631,2607,885
2021/01/13 15:00:00,879,625,1455,4067,4519,1635,2610,879
2021/01/13 16:00:00,861,557,1431,4070,4523,1635,2604,861
2021/01/13 17:00:00,742,367,1408,4062,4520,1636,2609,742
2021/01/13 18:00:00,461,349,1066,4030,4512,1637,2614,461
2021/01/13 19:00:00,306,287,836,4023,4509,1641,2610,306
2021/01/13 20:00:00,244,74,720,4030,4492,1632,2585,244
2021/01/13 21:00:00,220,61,615,4047,4489,1629,2582,220
2021/01/13 22:00:00,208,63,508,4037,4488,1630,2585,208
2021/01/13 23:00:00,200,58,435,4029,4482,1629,2581,200
2021/01/14 00:00:00,193,56,400,4014,4578,1628,2557,193
2021/01/14 01:00:00,191,55,393,3997,4574,1627,2553,191
2021/01/14 02:00:00,189,54,394,3974,4573,1627,2557,189
2021/01/14 03:00:00,189,53,392,3961,4579,1628,2570,189
2021/01/14 04:00:00,189,53,393,3952,4577,1625,2572,189
2021/01/14 05:00:00,199,55,453,3944,4577,1615,2571,199
2021/01/14 06:00:00,380,73,562,3943,4584,1610,2576,380
2021/01/14 07:00:00,607,389,1036,3954,4593,1625,2589,607
2021/01/14 08:00:00,865,504,1438,3976,4600,1630,2616,865
2021/01/14 09:00:00,908,595,1475,4015,4603,1628,2607,908
2021/01/14 10:00:00,896,600,1468,4031,4611,1632,2613,896
2021/01/14 11:00:00,895,607,1478,4034,4620,1633,2618,895
2021/01/14 12:00:00,857,551,1434,4037,4617,1630,2631,857
2021/01/14 13:00:00,892,631,1488,4044,4624,1633,2620,892
2021/01/14 14:00:00,885,637,1461,4054,4623,1631,2607,885
2021/01/14 15:00:00,879,625,1455,4067,4634,1635,2610,879
2021/01/14 16:00:00,861,557,1431,4070,4642,1635,2604,861
2021/01/14 17:00:00,742,367,1408,4062,4636,1636,2609,742
2021/01/14 18:00:00,461,349,1066,4030,4630,1637,2614,461
2021/01/14 19:00:00,306,287,836,4023,4623,1641,2610,306
2021/01/14 20:00:00,244,74,720,4030,4606,1632,2585,244
2021/01/14 21:00:00,220,61,615,4047,4595,1629,2582,220
2021/01/14 22:00:00,208,63,508,4037,4593,1630,2585,208
2021/01/14 23:00:00,200,58,435,4029,4591,1629,2581,200
2021/01/15 00:00:00,193,58,400,4014,4578,1628,2557,193
2021/01/15 01:00:00,191,55,393,3997,4574,1627,2553,191
2021/01/15 02:00:00,189,56,394,3974,4573,1627,2557,189
2021/01/15 03:00:00,189,54,392,3961,4579,1628,2570,189
2021/01/15 04:00:00,189,54,393,3952,4577,1625,2572,189
2021/01/15 05:00:00,199,56,453,3944,4577,1615,2571,199
2021/01/15 06:00:00,380,72,562,3943,4584,1610,2576,380
2021/01/15 07:00:00,607,358,1036,3954,4593,1625,2589,607
2021/01/15 08:00:00,865,461,1438,3976,4600,1630,2616,865
2021/01/15 09:00:00,908,545,1475,4015,4603,1628,2607,908
2021/01/15 10:00:00,896,546,1468,4031,4611,1632,2613,896
2021/01/15 11:00:00,895,553,1478,4034,4620,1633,2618,895
2021/01/15 12:00:00,857,514,1434,4037,4617,1630,2631,857
2021/01/15 13:00:00,892,565,1488,4044,4624,1633,2620,892
2021/01/15 14:00:00,885,572,1461,4054,4623,1631,2607,885
2021/01/15 15:00:00,879,547,1455,4067,4634,1635,2610,879
2021/01/15 16:00:00,861,457,1431,4070,4642,1635,2604,861
2021/01/15 17:00:00,742,138,1408,4062,4636,1636,2609,742
2021/01/15 18:00:00,461,123,1066,4030,4630,1637,2614,461
2021/01/15 19:00:00,306,107,836,4023,4623,1641,2610,306
2021/01/15 20:00:00,244,63,720,4030,4606,1632,2585,244
2021/01/15 21:00:00,220,59,615,4047,4595,1629,2582,220
2021/01/15 22:00:00,208,59,508,4037,4593,1630,2585,208
2021/01/15 23:00:00,200,57,435,4029,4591,1629,2581,200
2021/01/16 00:00:00,204,53,436,4014,4578,1628,2557,204
2021/01/16 01:00:00,203,51,430,3997,4574,1627,2553,203
2021/01/16 02:00:00,202,52,433,3974,4573,1627,2557,202
2021/01/16 03:00:00,201,51,432,3961,4579,1628,2570,201
2021/01/16 04:00:00,201,51,433,3952,4577,1625,2572,201
2021/01/16 05:00:00,203,51,444,3944,4577,1615,2571,203
2021/01/16 06:00:00,209,50,454,3943,4584,1610,2576,209
2021/01/16 07:00:00,211,53,536,3954,4593,1625,2589,211
2021/01/16 08:00:00,227,55,585,3976,4600,1630,2616,227
2021/01/16 09:00:00,241,57,567,4015,4603,1628,2607,241
2021/01/16 10:00:00,244,59,579,4031,4611,1632,2613,244
2021/01/16 11:00:00,241,59,611,4034,4620,1633,2618,241
2021/01/16 12:00:00,240,60,627,4037,4617,1630,2631,240
2021/01/16 13:00:00,239,60,606,4044,4624,1633,2620,239
2021/01/16 14:00:00,241,60,645,4054,4623,1631,2607,241
2021/01/16 15:00:00,240,60,604,4067,4634,1635,2610,240
2021/01/16 16:00:00,233,59,594,4070,4642,1635,2604,233
2021/01/16 17:00:00,227,56,632,4062,4636,1636,2609,227
2021/01/16 18:00:00,223,54,578,4030,4630,1637,2614,223
2021/01/16 19:00:00,219,53,555,4023,4623,1641,2610,219
2021/01/16 20:00:00,212,53,539,4030,4606,1632,2585,212
2021/01/16 21:00:00,211,53,532,4047,4595,1629,2582,211
2021/01/16 22:00:00,208,53,480,4037,4593,1630,2585,208
2021/01/16 23:00:00,206,52,469,4029,4591,1629,2581,206
2021/01/17 00:00:00,204,53,436,4014,4578,1628,2557,204
2021/01/17 01:00:00,203,51,430,3997,4574,1627,2553,203
2021/01/17 02:00:00,202,52,433,3974,4573,1627,2557,202
2021/01/17 03:00:00,201,51,432,3961,4579,1628,2570,201
2021/01/17 04:00:00,201,51,433,3952,4577,1625,2572,201
2021/01/17 05:00:00,203,51,444,3944,4577,1615,2571,203
2021/01/17 06:00:00,209,50,454,3943,4584,1610,2576,209
2021/01/17 07:00:00,211,53,536,3954,4593,1625,2589,211
2021/01/17 08:00:00,227,55,585,3976,4600,1630,2616,227
2021/01/17 09:00:00,241,57,567,4015,4603,1628,2607,241
2021/01/17 10:00:00,244,59,579,4031,4611,1632,2613,244
2021/01/17 11:00:00,241,59,611,4034,4620,1633,2618,241
2021/01/17 12:00:00,240,60,627,4037,4617,1630,2631,240
2021/01/17 13:00:00,239,60,606,4044,4624,1633,2620,239
2021/01/17 14:00:00,241,60,645,4054,4623,1631,2607,241
2021/01/17 15:00:00,240,60,604,4067,4634,1635,2610,240
2021/01/17 16:00:00,233,59,594,4070,4642,1635,2604,233
2021/01/17 17:00:00,227,56,632,4062,4636,1636,2609,227
2021/01/17 18:00:00,223,54,578,4030,4630,1637,2614,223
2021/01/17 19:00:00,219,53,555,4023,4623,1641,2610,219
2021/01/17 20:00:00,212,53,539,4030,4606,1632,2585,212
2021/01/17 21:00:00,211,53,532,4047,4595,1629,2582,211
2021/01/17 22:00:00,208,53,480,4037,4593,1630,2585,208
2021/01/17 23:00:00,206,52,469,4029,4591,1629,2581,206
2021/01/18 00:00:00,193,58,400,4014,4578,1628,2557,193
2021/01/18 01:00:00,191,55,393,3997,4574,1627,2553,191
2021/01/18 02:00:00,189,56,394,3974,4573,1627,2557,189
2021/01/18 03:00:00,189,54,392,3961,4579,1628,2570,189
2021/01/18 04:00:00,189,54,393,3952,4577,1625,2572,189
2021/01/18 05:00:00,199,56,453,3944,4577,1615,2571,199
2021/01/18 06:00:00,380,72,562,3943,4584,1610,2576,380
2021/01/18 07:00:00,607,358,1036,3954,4593,1625,2589,607
2021/01/18 08:00:00,865,461,1438,3976,4600,1630,2616,865
